Date,9M Lookback
2000-01-31,1.0
2000-02-29,1.0
2000-03-31,1.0
2000-04-30,1.0
2000-05-31,1.0
2000-06-30,1.0
2000-07-31,1.0
2000-08-31,1.0
2000-09-30,1.0
2000-10-31,1.0
2000-11-30,1.0
2000-12-31,0.8897009344277879
2001-01-31,0.8247013631775368
2001-02-28,0.9395522855737602
2001-03-31,1.0162693846076163
2001-04-30,1.1104736426145831
2001-05-31,1.1058698147881527
2001-06-30,1.120322525587803
2001-07-31,0.9504454613087837
2001-08-31,0.9078813705223588
2001-09-30,0.7741148515509512
2001-10-31,0.8466879408433376
2001-11-30,0.8360128171619027
2001-12-31,0.956854543481551
2002-01-31,0.7613701837039181
2002-02-28,0.766646762326644
2002-03-31,0.9851429952658177
2002-04-30,1.0464630243653124
2002-05-31,1.0203320040558512
2002-06-30,1.0357597121052382
2002-07-31,1.0917880641759088
2002-08-31,0.9620090310027858
2002-09-30,1.1200965195156687
2002-10-31,1.2237420882216126
2002-11-30,1.3261853706990823
2002-12-31,1.0839928651235267
2003-01-31,1.0961207480114834
2003-02-28,0.9555421525472905
2003-03-31,1.0094488416445275
2003-04-30,1.045748654724124
2003-05-31,1.1184900545417473
2003-06-30,1.1261849801158619
2003-07-31,1.1020621211320223
2003-08-31,1.2132287900280079
2003-09-30,1.1460390693977625
2003-10-31,1.0130720539905715
2003-11-30,1.0925007914088285
2003-12-31,1.0570311237144527
2004-01-31,1.0272334205508038
2004-02-29,0.94429069256045
2004-03-31,0.9010540445736459
2004-04-30,0.9653188101057206
2004-05-31,1.0564588864746136
2004-06-30,1.0155937572746394
2004-07-31,1.1667501213057594
2004-08-31,1.373405704538383
2004-09-30,1.0476149792364318
2004-10-31,1.0591283451571833
2004-11-30,1.104071311491814
2004-12-31,1.2409966039386429
2005-01-31,1.1117029225827768
2005-02-28,1.1788399358237873
2005-03-31,1.0714351274497835
2005-04-30,1.1449385997763715
2005-05-31,1.2356740428702517
2005-06-30,1.178946557950522
2005-07-31,1.1520098144995672
2005-08-31,1.0285787633897323
2005-09-30,1.1758958732202154
2005-10-31,1.3029985165592173
2005-11-30,1.3607480869093578
2005-12-31,1.3975307226830636
2006-01-31,1.3311310429753176
2006-02-28,1.4429251958226006
2006-03-31,1.2177237366650289
2006-04-30,1.1605711969965464
2006-05-31,1.2065987140038612
2006-06-30,1.2835088723345052
2006-07-31,1.3588062669001715
2006-08-31,1.2828507742361612
2006-09-30,1.363431197710741
2006-10-31,1.5030796944523628
2006-11-30,1.5384783507230095
2006-12-31,1.5656689280282947
2007-01-31,1.4538672875575593
2007-02-28,1.5590588585168614
2007-03-31,1.687553416899632
2007-04-30,1.8623189530271216
2007-05-31,1.7283635642704962
2007-06-30,1.8102028841129658
2007-07-31,2.021933823243645
2007-08-31,1.9061973285329874
2007-09-30,1.9563792854568354
2007-10-31,2.1504812960735036
2007-11-30,2.101063950707444
2007-12-31,2.1759723782886415
2008-01-31,2.235919395411444
2008-02-29,1.9537451909957027
2008-03-31,2.182607315903391
2008-04-30,2.3415236655237166
2008-05-31,2.2982356671984516
2008-06-30,1.9227167692301774
2008-07-31,2.1667934654414314
2008-08-31,2.3531251631219834
2008-09-30,2.3325970160288225
2008-10-31,2.482838659610402
2008-11-30,2.5563340518233133
2008-12-31,2.49777799158871
2009-01-31,2.4523576159679785
2009-02-28,2.4948611188694594
2009-03-31,2.611551323524489
2009-04-30,2.4903883585788673
2009-05-31,2.8621629992664355
2009-06-30,2.901191942171295
2009-07-31,2.8452075861149853
2009-08-31,2.492855161383144
2009-09-30,2.95108638263567
2009-10-31,3.0305149485315117
2009-11-30,3.224829666612482
2009-12-31,3.1370694756000725
2010-01-31,3.1018479937180627
2010-02-28,3.2159060446729044
2010-03-31,3.2921307918366587
2010-04-30,3.617278085109496
2010-05-31,3.4889921899338976
2010-06-30,3.7190464615221144
2010-07-31,3.833763379632168
2010-08-31,3.5616390512339584
2010-09-30,3.688307234472491
2010-10-31,3.5833781645326015
2010-11-30,3.7403543083503425
2010-12-31,3.402336462418985
2011-01-31,3.4755867008478507
2011-02-28,3.587315695896067
2011-03-31,3.7473259277213136
2011-04-30,4.021926062519001
2011-05-31,4.187247441792401
2011-06-30,4.578160414419594
2011-07-31,4.597449973446444
2011-08-31,4.721892788637244
2011-09-30,4.6694075154684045
2011-10-31,4.903632338598292
2011-11-30,4.566377967151201
2011-12-31,5.0436734639280205
2012-01-31,4.868800982265979
2012-02-29,5.056123558292376
2012-03-31,4.965809676757535
2012-04-30,5.2653424843341075
2012-05-31,5.344564908109341
2012-06-30,5.7464077717509925
2012-07-31,5.791437093838908
2012-08-31,5.44592389626097
2012-09-30,5.62597393802534
2012-10-31,5.690776224246671
2012-11-30,6.01402601607278
2012-12-31,6.295071324544571
2013-01-31,6.346984824685594
2013-02-28,6.470764105524287
2013-03-31,6.342487303698484
2013-04-30,6.472415410168517
2013-05-31,6.667664569600853
2013-06-30,6.923850707244096
2013-07-31,6.260642315608105
2013-08-31,6.510781395912658
2013-09-30,6.160221508178786
2013-10-31,6.2380395080128075
2013-11-30,5.885630188434378
2013-12-31,5.779108015024984
2014-01-31,5.716931522201409
2014-02-28,5.8591894626925525
2014-03-31,6.224465314715288
2014-04-30,6.149988193231662
2014-05-31,6.195247248362018
2014-06-30,6.325772227814426
2014-07-31,6.149733129896468
2014-08-31,6.2385639945635605
2014-09-30,5.694484724574211
2014-10-31,6.585135009889562
2014-11-30,6.4583541434210465
2014-12-31,5.7741503962835825
2015-01-31,5.5948676879214085
2015-02-28,6.681359127604094
2015-03-31,5.993265344488364
2015-04-30,7.1062514976105025
2015-05-31,7.262113007910782
2015-06-30,6.843998032049167
2015-07-31,6.6279773934296715
2015-08-31,6.9985127803792215
2015-09-30,6.835826607177658
2015-10-31,6.82777766981274
2015-11-30,6.689038819090658
2015-12-31,6.900578636477932
2016-01-31,6.933738070226743
2016-02-29,6.7491709721450475
2016-03-31,7.328565085200905
2016-04-30,8.494716812207916
2016-05-31,8.806791740872258
2016-06-30,8.787606742450501
2016-07-31,9.377244346756267
2016-08-31,8.73413325695665
2016-09-30,7.775606635763705
2016-10-31,8.699501324129413
2016-11-30,8.724848784250115
2016-12-31,9.413795336179241
2017-01-31,9.82495820672815
2017-02-28,10.197595472136447
2017-03-31,10.64127209165936
2017-04-30,10.415034295130068
2017-05-31,10.261796974722781
2017-06-30,9.573027918389434
2017-07-31,10.339224982654727
2017-08-31,11.020256540040979
2017-09-30,11.057751039630997
2017-10-31,10.378414251098588
2017-11-30,10.704930635963699
2017-12-31,10.176737470621084
2018-01-31,9.879061352131108
2018-02-28,10.469458333261123
2018-03-31,9.483994629003957
2018-04-30,9.294164584139954
2018-05-31,10.26500839320882
2018-06-30,9.400948958265236
2018-07-31,9.422483353919148
2018-08-31,9.041928790675321
2018-09-30,9.303489123940656
2018-10-31,10.92188494419016
2018-11-30,12.102576473966629
2018-12-31,13.237392487392318
2019-01-31,13.991614376084591
2019-02-28,15.310587406048565
2019-03-31,16.727533784651207
2019-04-30,15.90132983220764
2019-05-31,16.406256946559555
2019-06-30,16.384553606007646
2019-07-31,16.60926662153061
2019-08-31,17.16727785336379
2019-09-30,17.483942908071754
2019-10-31,17.771672057476636
2019-11-30,17.78705777488807
2019-12-31,16.625156888310805
2020-01-31,16.07736675914522
2020-02-29,15.371913060691517
2020-03-31,12.38616782822853
2020-04-30,14.310028066655413
2020-05-31,21.55389420304186
2020-06-30,24.92260801394966
2020-07-31,25.047916794121708
2020-08-31,28.47086815032907
2020-09-30,32.428679946713395
2020-10-31,30.190062625320117
2020-11-30,36.02758226582909
2020-12-31,35.78731014787077
2021-01-31,33.466212051606185
2021-02-28,30.23673920404166
2021-03-31,31.395172577960388
2021-04-30,27.09726046195587
2021-05-31,29.465121911372496
2021-06-30,27.332402549014628
2021-07-31,29.02018783927552
2021-08-31,31.279700384157533
2021-09-30,28.665322693235506
2021-10-31,26.044550928949693
2021-11-30,28.398100435144
2021-12-31,31.400610102173122
2022-01-31,30.77505060670009
2022-02-28,33.80146802105558
2022-03-31,28.494912727352865
2022-04-30,23.756625686828635
2022-05-31,23.574594074057885
2022-06-30,25.2632336025587
2022-07-31,23.9427872087941
2022-08-31,25.466823670853678
2022-09-30,28.660892789749777
2022-10-31,26.48765147041201
2022-11-30,30.043956776938426
2022-12-31,32.155854308903514
2023-01-31,34.94142975518582
2023-02-28,31.9145190108696
2023-03-31,29.9849433537532
2023-04-30,26.84966454157547
2023-05-31,26.816186361567254
2023-06-30,30.635244079592766
2023-07-31,30.0213907194678
2023-08-31,27.77825927477558
2023-09-30,29.259462900206277
2023-10-31,29.252586785865656
2023-11-30,26.976852837142143
2023-12-31,31.237217307359707
2024-01-31,27.609678371098536
2024-02-29,24.88092355631571
2024-03-31,25.03901389025421
2024-04-30,25.594719554246822
2024-05-31,28.731544334435267
2024-06-30,29.813341375122228
2024-07-31,28.7914857107753
2024-08-31,25.848352409576897
2024-09-30,30.5025727603706
2024-10-31,28.90580720729016
2024-11-30,24.78369790850008
2024-12-31,23.871413483109947
2025-01-31,24.125542286370667
2025-02-28,24.77148040483653
2025-03-31,25.69814083643655
2025-04-30,24.471060882084096
2025-05-31,26.283091389610693
2025-06-30,26.060721400202752
2025-07-31,29.09782897586767
2025-08-31,27.546474003762757
